identityLineItemId,lineItemUnblendedCost,lineItemUsageStartDate,lineItemUsageEndDate,lineItemLineItemType,lineItemProductCode,lineItemResourceId
kw72oitz5lhvpi3n3cqnuim4si655slgwah4u24w6maoe6rzrcnq,0.241,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-002
axozge4kjgd33fxytxbhxeqs4esifvogyqljnie4ub23wi3znrba,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-003
ubawofqbmqqyi6ey6oyyfi5rhgm7pc7b7zidreggpdrsucbmrkhq,0.1146116882,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster-snapshot:awsbackup:job-68b56f3c-1fab-7e44-d2ec-8f27ded16139
rnoxrubw3ln3u4bxq4cnykhaknzbji3tsxgpapbsj57s4nglmslq,1.8786486333,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:cluster:cluster-hs4movmrckpn7nrmt7ee73tlkq
jt4ieymcvqjfz6aqdjnl3c3w2d2nhwef3j2242lcyzjqx2scwb6a,0.980943411,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-dff14c96-8fed-d454-420c-a85163316a96
x4uhdbmhx33mosbznbwamkhvdooyyubbockt2nq43rmdq3qsbxbq,0.120921062,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-db668c47-0d3a-557b-2801-1f7ea1e74ca7
lx3gfd2wujgropdhoihpmbpgb2wy32i425tlovstfuz6sworfbxa,0.1205892692,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-95b216b2-62c2-738b-0274-0e2cb416ba34
rzu76u4puqnqzvx2fxqzcrbxmih3zmvge3e6l2nhonf5ooacix7q,1.832,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-002
qg22ycbfd5sohaovn4wxqwg45aelvwsplclzcxokzyyf7c2yvu4a,0.1199799384,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-114fc71c-a197-5ab1-49ad-098cb57c2c9b
cvvyejh4ehthjhudciajkhfrvhevaygnldftunrw6egn4lvrnr3a,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-08-002
yincg7pvdvwqis66vxbcj2ldqvdklutfk4tgoaymkim7g2hf3k2q,2.461908902,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:cluster:cluster-hs4movmrckpn7nrmt7ee73tlkq
lmmt7n25munpemozjym7zjjewa2u3ynhs2ymjj4bcbbflsbzwqtq,0.0607025215,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-c0a2eb22-9edc-c11d-ce5e-d039ff7f19d8
2chikosbstxjyq4i3g5rzli4uituzhztlwvojwf6qb2fbwthrchq,1.1643E-6,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:db:orderweb-db2-0
zjb4gpapyz4xhprwfcvtqw5z7kgjrzqygzamihy6nkbw63d7kkla,0,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.UserFraudStatuses
a56xzxbxwq3nib4nb6nmu7v2l34b6lqr4zgumim7f5ueyfq5o2da,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-08-001
lp2wotkafogyxrrhwi3jbbyj6rjr7xok26ljk3kcpuezf4tcaqja,0.1227465594,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-097f5152-6e4d-a87a-65bf-fba529718253
r7pa6jrc5alpbp3j6hch5apnt6n7sj7icbtar7fwqcmexeswj2wq,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-002
5hb2oeuyszzf5aptlxulzrjy4l6qwb7tg37wut22jmzpbm4njjkq,0.734503164,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-b6011eac-f313-0286-e16f-005866d92a98
c65uf3nhtef27obxdvw3sneqgkxb2ikctrav2kbfvm2qeeepmhta,0,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:db:orderweb-production-aurora-foodpony-1
j35vork7vlxhdg6y4yreqntmjm447ffcpllcx2326atksx6sdonq,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-01-001
r5f7ho447oinuihvdxbo6r5nuzfjkkhzeuovfkrrrbcpzqufkokq,0.0082238385,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.UserAmazonProfiles
yua7r2o5opqgichcbgajcfpy3tzfuwg2kx5n3lq3pkwsdzd7gdkq,0.9824686794,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-95f0f065-ad01-7204-c731-45ed4642f175
j4z33ovlum533plppntvwre6orjl5f6wej52mce4pbvgoelmtktq,0.366859692,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.Sessions
xpje7q2tveyzqphp5pbvarg77px2c3v3shkoj47yogthizurbaoa,0.1202373466,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-9401a0af-9472-25c2-63bf-74be30aedd82
2zp6yn7xeeuabb4p3bfub5lkrkfeoohtgqmscakvvr33wbpqo53a,0.0572631524,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster-snapshot:awsbackup:job-77410eeb-b8c9-f741-0cd6-04a9c5421c98
zho72w3ksno63irtgnj442pedov4dromkxsnb2wzs42uifxegrga,0.0613399185,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-b72a9791-15d6-ab78-3476-fd9150bdba90
kijmawq22kvjjsczhmuticwjcpc7eagz6ah2bqjd4kowhj4l5eaq,0.9806107848,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-2b0fdde3-50f6-029a-3df7-b1277d2d437c
yvkhlbtroprgps6bnoo4xdhjw4gsj4dfc6ht26mjyimtsryrw6xa,0.9825340006,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-1df4f4c6-2a04-ff30-d9fc-2fba7f18cc8b
l3xmwtpipg7peabeyy7vlavw5nvbm35enfd5ivsftkogqgxhywzq,0.164,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-restaurants-01-002
gbdrmkdff5dem2fzd4pn5rcowd4ahjk3erz6ddpgb3roz4un4i6q,0,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:db:orderweb-db2-0
zpn5xmiieg3zm5qat3z2yp2kjeyrindatedkgtglgesnaportjdq,0.9841096116,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-3cb43119-6069-e2f3-1d12-e00d34584980
fewt2b77oidoaggaghhhvvedp27u6yduvkfonrtjjbe6bgvovkfa,0.9821473418,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-55bbe261-cc3c-08fd-c8eb-34f1d9e1f0d8
pungtxznkpdlr42m5rtv5bhf2225vfm5yauf4l3ofkkzhk7y346a,0,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:db:orderweb-production-aurora-foodpony-0
hft5rsreamkqbg6lihamytyugqw2pgz2eddtnsu25y4o22gnbndq,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-10-002
lgldzlm2g6uo5wenleqmzgla6rvrwegxxma3dcyi2p2mg6tpak3q,0.241,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-002
3gw5mtx35jnybar73nhixhwpyuweevnmte5miq62toi7u6an7ueq,1.832,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-12-002
msq6vub2ylfeje4arvhvd5bkfjppzeb4r6fi7gm3srr67oa654da,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-001
2u3qq5tmnm27zhvnkqgfiipylb3e32no75hyq3y47omwuvmqwsuq,0.1146877342,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster-snapshot:awsbackup:job-8c32ec5c-f809-4124-f68e-d6f27df9a5a8
ka233cuxnvidkhxmcshvwwzbzwqhcq6cutoqqonumrmtq6htrhxa,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-06-001
r2d3iegin77rqmlpbhrjjeg6wgbolbpljk5fsbg6sxhpcbjccrnq,0.1225224388,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-7270d467-cd51-dbb4-aa18-810a311c3aba
smcoq65prv5pmwpwgrfj6cajj6n63aodmdceq74mhl535cppdeda,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-04-002
zs4nldajqyaets3eg2lbg6lbyrkvdqumw3xlkq64ygkwn42lhdqq,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-07-002
aql57j7orokx2sanaj4w6r4ezn7datptklwybqkprzypz3w25ssq,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-01-002
jktavauh5vf43ptga7gtt3nsbopoexbpawfs4k6xsfiip3u572oq,62.37120098,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:cluster:cluster-hs4movmrckpn7nrmt7ee73tlkq
slemyyzbx2o3j7bm2znalh6zhmlthw7gvvu4jmohbsvbmmdv6vta,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-02-001
hqjyfhntvxod73rhowkyipqow6g6qebyvhredu5v3lkizc7hs2za,0.1202995222,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-3d3738c5-a158-232b-7b66-7458152f908d
vo4lrngo265zzwlffihttlz6ts5c2p3rmwojcaqiixicjw4zielq,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-02-002
oflc7hn3jie572jdtf3k7p45qggnkg7wdagq7p3qcttarnnln3oa,0.9832194268,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-8dc35783-b63a-e259-d7a9-865e38f6193d
tpjbkkegufqrq3gjlugjozwplls7ea5z3mqq6zog5wlnee2av4ta,0.036,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-002
6c4z7g5iyct4ptbbyxgqclcg7xvojq23enlijtpognlkbwcyspxa,5.9064406452,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-2b78dafb-4374-31b3-26f7-c6ee03502d4d
3cey4c6ythpd7btnf6bhm6dluhc6xd7bnzwi3wtzrk2dlvavkyxa,1.6791819015,2023-07-07T00:00:00Z,2023-07-07T08:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster:cluster-uqq743hpvdjfiuctjup2yr6mpm
q35kyqratzzg7inpsweqtqkprfnw7b3x4zt3aep46mihdwucel7q,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-04-001
bsrf4h2hpl7rjz522ifjmlo3kky2zty3pi2girzucmviveehd2ma,10.076,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-13-002
3plzh26hom4qr4hnm5g363xpo2rrnu7m2ramrykv7m54jsdbas5a,0.7280690784,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-bc2b420a-2f3e-3693-1ae7-ba82b1f5822a
3gw5mtx35jnybar73nhixhwpyuweevnmte5miq62toi7u6an7ueq,10.076,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-12-002
b2dvhefwcm4wczohrlvkwd4qixg4cctjki4dhxyzoj2hplruwbfq,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-002
msq6vub2ylfeje4arvhvd5bkfjppzeb4r6fi7gm3srr67oa654da,10.571,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-001
mhaepsaimotxhnn4up7xtvtpenketgafzf3gjet45apwamozfw7a,10.571,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-08-001
u77fkix745rmld2qcgokojgkbv2gd4foyfoocadmjsqkhri42a4q,5.879442624,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-26c6f8a2-7249-0f49-307c-9cb9e2a9076a
2opzbikkuxb7mxtjorb5b775zpw26couv46vf6xbcdnmntxsxe6q,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-01-001
elyyfqwhtmzaueztlmbxp5wnmdwyuym52mge67gzhuo2pqtasxxa,0.0572631524,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster-snapshot:awsbackup:job-77410eeb-b8c9-f741-0cd6-04a9c5421c98
wrls6edy3dee5m2hhaizv3aaszrn7wp5nbog34grrmvtyacw2bxq,18.42514872,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster:cluster-uqq743hpvdjfiuctjup2yr6mpm
xwfzawua4pkfjjeygmhn5fdmiewdcs5f5zul3cxmlnf2xv2cjr6a,0.48,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-002
3cqwkkozgoxv4xgyavklplmgtsdiandt4hqozbeiwy7au4x5weoa,0.0574768487,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster-snapshot:awsbackup:job-771248f8-7a6e-c574-a613-6926cdf79a0c
ruslrqdl23ejpyz22fqd5jkkrp76wymox3rdnrbujz63onid3l7q,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-001
22k5fa7bn7u5ozayrfpmltp65gh2bg2huxazyq2kjjspgy7kodwq,0.122417194,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-b6011eac-f313-0286-e16f-005866d92a98
b2dvhefwcm4wczohrlvkwd4qixg4cctjki4dhxyzoj2hplruwbfq,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-002
wjsnttnpetgjz5ximbzgsiuiwfknepexlmq4oafil6tu2vhdi5tq,0.0514452363,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:cluster:cluster-3ajhfmuy3secirzixwewq4pxgi
6v6jel6skmepqkkovdwtxqhkq3v4w74d22lltx5rkcvoppjbcuea,0.686,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-users-01-002
fm4mnmrdfl3abur6vdwaail624xrbtvyhlosp2wy7znukj7gue2a,0.98383107,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-edcbc764-f26c-8e3c-1ceb-543adfca6c22
sf3bl36jvfq3azwxl7wpxocelgfttomkjftvxkt4ijqct2ekhlxq,1.2387E-6,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:db:orderweb-db2-1
kauwqkx5rlqpcx3i4nzhj6bi36xkouuxz5hxw7acev77lwzfajjq,0,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:db:orderweb-db2-1
zs7opvoldmop4p4wt4mwnyryhmpksm6x3namf6tcn52b77qhq7yq,21.068,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-12-001
cdi62mzt7ixtgxvrk5rndhd3cr2dmfsngey4b6va25kkiqe55gxq,3.893,2023-07-07T01:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-user-fraud-01-002
gcqgajjoen7a5oz53iddljddwpooquhxsyk6dolhzwnglzgjxy5q,2.8917006442,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.OrderFees
ivuctc5midgsma5xbpb2evvxj4fesue6rwmwpmhrxpmr35agw5cq,1.3827294859,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-9401a0af-9472-25c2-63bf-74be30aedd82
topoqdbtcl5oicsqftwgvxsl6uf3g4fowhfkkoc7pcjd6yyvtxtq,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-002
axozge4kjgd33fxytxbhxeqs4esifvogyqljnie4ub23wi3znrba,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-003
lxe3j2sjw22x5pj5hfxbowdvjnztwpyojncygi6y7sc4puwm7qvq,1.5637E-5,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:db:orderweb-db2-1
2cxgukh47pjvqvk3euxgcwyfjuebwmvvym6ebboil6shsxowyqha,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-07-001
rzu76u4puqnqzvx2fxqzcrbxmih3zmvge3e6l2nhonf5ooacix7q,21.068,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-002
wrls6edy3dee5m2hhaizv3aaszrn7wp5nbog34grrmvtyacw2bxq,53.28212846,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster:cluster-uqq743hpvdjfiuctjup2yr6mpm
a545j7lem52azcl4auej4rhagssp3vuvaw3cftcrtvffmouelikq,1.4090080462,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-7270d467-cd51-dbb4-aa18-810a311c3aba
c7wvzitac6zyvc4i6j7dz7cka4k3z6ogwmirabrck5coxb6oifna,1.3867765958,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-95b216b2-62c2-738b-0274-0e2cb416ba34
taqu63wq2kpceisd64eyd4gery6ak475xnogsuhu4taylqhhqdqa,1.3913606292,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-882eca27-2f4b-1a58-db00-c50d4d1b144e
a56xzxbxwq3nib4nb6nmu7v2l34b6lqr4zgumim7f5ueyfq5o2da,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-08-001
v2mzwyrgjjc7jyvynicvsjf2dfb5iv35m36y37pgcc53muncqyma,1.3807979574,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-3db8e706-2bd1-290e-e608-18663b5f62d3
xwfzawua4pkfjjeygmhn5fdmiewdcs5f5zul3cxmlnf2xv2cjr6a,11.04,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-002
xwfzawua4pkfjjeygmhn5fdmiewdcs5f5zul3cxmlnf2xv2cjr6a,5.76,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-002
lgldzlm2g6uo5wenleqmzgla6rvrwegxxma3dcyi2p2mg6tpak3q,5.543,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-002
etuffqe4f6c53d3d6cis2kzrtzvmhxtwchsqbdp43xjva2n6w5ta,5.543,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-001
f5oqvtuli63wjwm2tpkibt3fr5odcmrm2ss7yvsjkqinmyqjjhua,1.4098470103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-d778195e-20e5-d1c2-98e4-b307d9690a74
vpzfmsukq5cza2erliehthnqtymnpzm6k7iu3fglag3r5gwrsysa,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-001
vxugxz6hnvx6axbqazg5bdavziwmbs5lunfqp2iae2n7qspbjmsq,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-10-002
3plzh26hom4qr4hnm5g363xpo2rrnu7m2ramrykv7m54jsdbas5a,1.3954657336,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-bc2b420a-2f3e-3693-1ae7-ba82b1f5822a
ftbymqib2ylowuxmw4g6l5wndygznwbj4rwhghojkxt2naiamtia,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-001
r5f7ho447oinuihvdxbo6r5nuzfjkkhzeuovfkrrrbcpzqufkokq,0.016813313,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.UserAmazonProfiles
